"mailgrp" "appeal" "ward" "voted98" "mailings"
"14150" 1 3 21 1 2
"14151" 0 3 7 0 0
"14152" 0 3 2 0 0
"14154" 1 1 8 0 3
"14155" 0 2 8 0 0
"14156" 1 1 14 0 3
"14158" 1 2 20 1 1
"14159" 0 3 21 1 0
"14162" 1 2 21 0 3
"14163" 1 2 20 0 3
"14165" 0 1 12 0 0
"14166" 0 2 14 0 0
"14167" 0 3 28 1 0
"14168" 1 3 12 0 2
"14169" 0 2 10 1 0
"14171" 1 1 21 0 3
"14172" 1 1 10 1 1
"14173" 1 2 28 0 3
"14175" 0 2 9 1 0
"14176" 1 3 12 1 1
"14177" 0 2 9 0 0
"14178" 0 3 21 1 0
"14179" 0 2 21 1 0
"14180" 1 2 14 1 1
"14181" 1 1 26 1 1
"14182" 0 2 26 1 0
"14183" 0 1 22 0 0
"14184" 0 2 20 1 0
"14185" 1 3 11 1 3
"14186" 1 1 14 1 2
"14187" 0 2 11 1 0
"14189" 0 1 25 1 0
"14190" 1 1 10 0 3
"14191" 0 1 27 0 0
"14192" 1 3 25 0 2
"14193" 1 2 23 0 3
"14195" 0 1 17 0 0
"14196" 0 2 27 1 0
"14197" 1 1 13 0 2
"14198" 1 3 22 0 2
"14199" 0 3 27 0 0
"14200" 0 2 6 0 0
"14201" 0 2 23 0 0
"14203" 0 3 6 1 0
"14205" 1 1 29 1 1
"14206" 0 1 7 1 0
"14207" 1 3 22 0 1
"14209" 0 1 10 1 0
"14210" 0 2 14 1 0
"14213" 0 3 8 0 0
"14214" 0 3 15 1 0
"14215" 0 3 18 1 0
"14216" 0 2 27 0 0
"14217" 0 2 22 1 0
"14218" 1 1 21 0 1
"14219" 1 2 20 1 2
"14220" 0 1 17 1 0
"14221" 0 2 17 0 0
"14222" 0 1 4 0 0
"14223" 0 2 4 0 0
"14224" 0 2 3 0 0
"14225" 1 3 25 1 1
"14226" 1 2 22 1 3
"14227" 0 3 25 1 0
"14228" 0 1 26 1 0
"14229" 1 1 8 0 1
"14231" 1 1 5 0 3
"14232" 1 2 9 0 3
"14233" 1 1 22 0 2
"14234" 1 2 11 1 2
"14235" 0 1 9 1 0
"14236" 1 3 7 0 3
"14237" 0 2 4 1 0
"14238" 1 1 23 0 1
"14239" 1 2 27 1 2
"14240" 1 3 15 0 1
"14241" 0 3 26 0 0
"14242" 1 1 25 1 2
"14243" 0 1 25 0 0
"14245" 1 2 12 0 3
"14246" 0 2 25 1 0
"14247" 0 1 11 0 0
"14248" 0 3 20 1 0
"14249" 0 3 12 0 0
"14250" 0 1 11 0 0
"14251" 0 1 17 1 0
"14252" 1 3 9 1 1
"14254" 0 2 18 0 0
"14255" 0 1 28 1 0
"14256" 0 1 7 1 0
"14257" 0 3 19 0 0
"14258" 1 2 27 0 3
"14260" 1 3 7 0 3
"14261" 0 1 8 0 0
"14262" 0 1 24 1 0
"14263" 1 1 26 1 3
"14264" 0 3 21 1 0
"14265" 1 2 3 1 3
"14266" 0 1 9 0 0
"14267" 0 3 19 0 0
"14268" 1 3 30 0 2
"14270" 0 3 8 0 0
"14271" 0 1 26 0 0
"14272" 1 1 26 1 2
"14273" 0 3 25 1 0
"14274" 1 1 25 0 2
"14275" 0 2 24 0 0
"14276" 0 2 20 1 0
"14278" 0 1 15 0 0
"14279" 1 2 30 0 2
"14280" 1 1 10 1 2
"14281" 0 3 18 1 0
"14282" 0 3 10 0 0
"14283" 1 3 5 0 3
"14284" 0 1 3 0 0
"14285" 1 2 11 1 1
"14286" 1 1 11 0 3
"14287" 0 1 9 0 0
"14288" 0 2 4 0 0
"14289" 1 1 2 1 2
"14291" 1 1 24 0 1
"14292" 0 2 5 0 0
"14294" 0 1 14 0 0
"14295" 1 1 4 0 1
"14297" 1 1 5 1 1
"14298" 0 3 2 1 0
"14300" 1 3 11 1 2
"14302" 1 1 28 1 3
"14304" 1 3 7 1 2
"14305" 1 3 28 1 1
"14306" 0 3 13 0 0
"14307" 1 2 13 1 1
"14310" 1 2 11 1 2
"14311" 0 1 11 1 0
"14312" 1 2 21 1 1
"14313" 1 1 30 0 2
"14314" 0 2 30 0 0
"14316" 0 2 26 0 0
"14317" 1 2 29 1 2
"14320" 0 1 5 0 0
"14321" 0 2 21 0 0
"14322" 1 3 30 0 1
"14323" 0 2 7 1 0
"14324" 0 1 29 0 0
"14325" 0 1 11 0 0
"14328" 1 3 26 1 3
"14329" 0 3 3 1 0
"14330" 1 1 29 0 2
"14331" 1 1 12 0 3
"14332" 0 2 21 0 0
"14333" 0 3 21 0 0
"14334" 1 1 17 0 3
"14335" 0 3 18 0 0
"14336" 0 1 19 0 0
"14337" 0 1 24 0 0
"14338" 1 2 19 1 1
"14340" 0 2 28 0 0
"14341" 1 2 28 0 2
"14342" 1 3 11 0 1
"14343" 1 3 14 1 2
"14344" 1 1 11 1 2
"14345" 0 3 13 1 0
"14346" 0 1 24 0 0
"14347" 1 1 11 1 2
"14348" 0 1 11 1 0
"14349" 1 1 25 0 1
"14350" 0 2 10 0 0
"14351" 0 3 27 1 0
"14354" 0 3 21 1 0
"14355" 1 2 29 0 2
"14356" 0 2 27 1 0
"14357" 0 2 30 0 0
"14358" 0 3 30 1 0
"14359" 0 1 4 0 0
"14360" 1 3 27 0 1
"14361" 0 2 3 1 0
"14362" 1 3 26 1 3
"14363" 0 3 27 0 0
"14364" 0 1 29 1 0
"14365" 0 1 11 1 0
"14366" 0 1 26 1 0
"14367" 1 1 28 1 1
"14368" 1 1 13 1 3
"14369" 0 2 27 0 0
"14370" 0 3 30 1 0
"14373" 1 1 11 0 2
"14374" 1 1 10 0 1
"14376" 1 3 11 0 2
"14377" 0 1 14 0 0
"14378" 0 3 19 0 0
"14379" 0 3 30 0 0
"14380" 0 2 12 0 0
"14381" 1 3 7 0 2
"14382" 1 1 29 1 1
"14384" 0 2 6 1 0
"14386" 0 3 24 1 0
"14388" 0 2 21 0 0
"14389" 1 3 20 1 2
"14390" 0 1 23 1 0
"14391" 0 1 11 0 0
"14392" 0 3 30 0 0
"14393" 1 2 13 0 3
"14394" 0 2 6 1 0
"14395" 0 1 28 1 0
"14397" 0 1 22 1 0
"14399" 0 1 27 1 0
"14400" 0 3 24 1 0
"14401" 0 1 20 0 0
"14402" 1 2 20 1 1
"14403" 0 2 23 0 0
"14404" 0 1 30 1 0
"14405" 0 2 23 0 0
"14406" 0 1 26 0 0
"14408" 1 1 12 0 2
"14409" 0 2 13 0 0
"14411" 0 3 9 0 0
"14413" 0 1 17 0 0
"14414" 0 2 19 0 0
"14415" 0 3 19 1 0
"14417" 0 1 26 1 0
"14418" 0 3 19 0 0
"14419" 1 3 4 0 1
"14420" 1 2 5 0 3
"14421" 0 3 8 0 0
"14422" 1 2 24 0 3
"14423" 1 3 22 1 1
"14424" 0 2 7 1 0
"14425" 1 3 20 0 1
"14426" 0 2 23 1 0
"14428" 0 2 21 1 0
"14429" 0 3 6 1 0
"14430" 0 1 22 1 0
"14431" 0 2 27 1 0
"14433" 1 2 22 1 2
"14434" 0 1 12 1 0
"14435" 0 1 3 0 0
"14436" 0 3 19 0 0
"14438" 0 2 20 0 0
"14439" 0 1 30 0 0
"14440" 1 2 26 0 2
"14441" 1 1 26 1 3
"14442" 0 2 8 1 0
"14443" 1 2 26 1 2
"14444" 0 2 13 1 0
"14445" 0 3 25 0 0
"14448" 1 2 17 0 1
"14450" 1 3 16 0 2
"14451" 0 2 6 0 0
"14452" 1 1 10 1 1
"14453" 0 1 21 0 0
"14454" 0 1 18 1 0
"14455" 1 2 3 1 2
"14456" 0 2 4 0 0
"14457" 1 2 2 1 3
"14458" 1 3 6 1 2
"14459" 0 3 26 1 0
"14460" 0 1 18 0 0
"14461" 0 1 27 1 0
"14463" 0 1 22 0 0
"14464" 0 3 22 0 0
"14465" 1 3 11 1 1
"14467" 0 2 3 0 0
"14469" 1 3 6 0 2
"14470" 0 2 11 0 0
"14471" 0 1 6 0 0
"14472" 1 1 21 0 2
"14474" 0 1 7 1 0
"14475" 1 1 27 1 1
"14476" 0 1 28 0 0
"14477" 0 2 22 0 0
"14478" 0 2 12 0 0
"14480" 0 1 20 1 0
"14481" 1 3 28 0 3
"14482" 1 2 18 0 1
"14483" 1 1 18 0 1
"14485" 0 1 27 1 0
"14486" 1 2 9 0 2
"14487" 1 2 19 1 1
"14488" 1 3 19 1 1
"14489" 1 1 20 1 3
"14490" 0 2 4 1 0
"14491" 1 1 23 1 1
"14493" 1 1 19 1 1
"14494" 0 2 23 1 0
"14496" 0 1 28 1 0
"14497" 0 3 6 1 0
"14498" 1 2 6 1 1
"14499" 1 1 10 0 3
"14501" 0 3 25 1 0
"14502" 0 2 18 1 0
"14503" 1 3 18 1 1
"14504" 1 1 15 1 3
"14505" 0 3 4 0 0
"14506" 0 2 27 0 0
"14508" 0 1 18 1 0
"14509" 0 1 14 0 0
"14510" 1 3 15 0 3
"14511" 0 2 17 1 0
"14512" 0 3 25 1 0
"14513" 0 3 22 1 0
"14514" 1 2 20 1 1
"14515" 0 1 10 0 0
"14517" 0 2 3 0 0
"14519" 1 2 13 1 3
"14520" 0 2 28 1 0
"14522" 1 3 22 0 2
"14523" 1 1 5 1 3
"14524" 0 2 20 0 0
"14525" 0 2 6 0 0
"14526" 1 3 26 0 1
"14528" 1 3 27 0 3
"14529" 0 3 3 0 0
"14531" 0 3 6 1 0
"14532" 0 2 6 0 0
"14533" 0 1 6 1 0
"14534" 0 2 10 0 0
"14535" 0 3 28 0 0
"14536" 1 3 12 0 2
"14538" 1 1 8 0 3
"14540" 1 3 11 1 2
"14542" 1 3 29 0 2
"14543" 1 2 16 0 2
"14545" 0 3 2 0 0
"14546" 0 3 29 1 0
"14548" 0 1 19 0 0
"14549" 1 2 27 1 2
"14550" 1 2 8 0 2
"14551" 0 2 17 0 0
"14553" 0 2 18 0 0
"14554" 0 3 9 1 0
"14555" 0 2 27 1 0
"14557" 1 1 13 1 2
"14558" 1 1 27 0 1
"14559" 0 3 13 1 0
"14560" 0 3 14 1 0
"14561" 0 2 9 0 0
"14562" 0 2 27 1 0
"14563" 0 3 8 0 0
"14565" 0 3 27 1 0
"14566" 1 3 8 1 1
"14567" 1 3 10 1 2
"14568" 0 1 28 0 0
"14569" 0 2 27 0 0
"14570" 1 3 17 0 1
"14571" 1 1 13 0 2
"14572" 1 1 2 0 3
"14574" 0 1 4 1 0
"14575" 0 3 7 0 0
"14576" 0 3 20 0 0
"14577" 1 3 11 1 2
"14578" 1 2 13 1 2
"14579" 0 3 10 0 0
"14582" 1 3 27 0 2
"14583" 1 2 27 1 3
"14585" 1 1 10 1 2
"14586" 1 2 17 0 1
"14589" 0 2 17 0 0
"14590" 1 1 20 1 2
"14591" 0 1 11 1 0
"14592" 0 2 9 0 0
"14593" 0 2 25 1 0
"14594" 0 2 12 0 0
"14595" 0 2 22 0 0
"14596" 0 3 3 1 0
"14597" 0 3 7 1 0
"14600" 0 3 23 1 0
"14602" 0 3 14 1 0
"14603" 0 1 20 1 0
"14604" 0 1 22 0 0
"14605" 0 3 28 1 0
"14608" 0 1 25 1 0
"14609" 0 3 22 0 0
"14611" 1 2 21 0 3
"14612" 1 3 6 0 1
"14613" 1 3 19 1 1
"14614" 1 2 24 0 1
"14615" 1 1 19 1 2
"14616" 0 1 25 0 0
"14617" 1 3 30 0 3
"14618" 0 2 30 0 0
"14619" 0 2 22 0 0
"14620" 1 3 20 0 2
"14621" 1 2 30 1 3
"14622" 1 1 23 1 3
"14623" 0 2 14 1 0
"14624" 1 3 13 0 2
"14625" 0 1 8 0 0
"14626" 1 2 6 0 1
"14627" 1 2 8 0 1
"14628" 0 2 27 1 0
"14629" 1 2 25 0 3
"14630" 0 1 14 0 0
"14631" 1 1 28 0 2
"14632" 0 3 14 1 0
"14633" 0 1 23 0 0
"14634" 1 1 13 1 2
"14635" 1 1 27 1 3
"14636" 0 1 16 0 0
"14638" 0 3 30 0 0
"14639" 0 2 8 0 0
"14640" 0 2 22 0 0
"14641" 1 3 24 0 3
"14642" 0 2 26 1 0
"14643" 1 1 19 0 1
"14644" 1 3 5 0 3
"14645" 1 3 23 1 2
"14646" 0 3 24 1 0
"14648" 0 1 22 1 0
"14649" 0 3 26 1 0
"14651" 0 1 2 0 0
"14652" 0 1 19 0 0
"14653" 0 1 21 0 0
"14654" 0 3 2 1 0
"14655" 0 2 21 0 0
"14656" 0 3 19 0 0
"14657" 1 3 3 1 2
"14658" 0 3 20 1 0
"14659" 0 2 26 1 0
"14660" 0 1 28 1 0
"14661" 1 1 22 1 1
"14662" 0 1 7 0 0
"14663" 0 3 24 1 0
"14664" 1 1 26 0 1
"14665" 1 3 13 1 3
"14666" 1 2 25 0 1
"14668" 0 1 22 0 0
"14669" 1 1 30 0 1
"14670" 0 2 24 1 0
"14671" 0 1 27 0 0
"14672" 0 3 25 0 0
"14673" 1 3 2 1 2
"14674" 0 1 30 0 0
"14675" 1 1 5 1 3
"14677" 0 3 27 1 0
"14678" 1 1 23 1 1
"14679" 1 2 10 1 2
"14680" 1 2 14 0 3
"14681" 0 1 9 1 0
"14682" 0 3 17 0 0
"14683" 0 3 26 1 0
"14685" 1 1 9 0 3
"14687" 0 3 28 0 0
"14688" 0 3 24 0 0
"14689" 1 3 6 0 1
"14690" 1 2 26 0 3
"14691" 1 3 21 0 2
"14692" 0 3 24 0 0
"14694" 1 1 4 0 2
"14696" 0 1 3 0 0
"14697" 1 3 21 1 2
"14698" 0 2 14 0 0
"14699" 0 2 2 0 0
"14701" 0 1 7 0 0
"14703" 1 1 4 0 2
"14704" 0 3 14 0 0
"14705" 1 2 27 0 3
"14706" 1 2 26 0 1
"14708" 0 2 22 0 0
"14710" 1 1 4 1 2
"14711" 0 1 3 0 0
"14713" 0 1 27 0 0
"14714" 0 3 27 0 0
"14715" 1 1 24 0 2
"14716" 1 1 22 0 1
"14718" 0 2 8 1 0
"14719" 0 1 16 0 0
"14720" 1 2 21 1 3
"14721" 0 2 3 1 0
"14722" 0 3 4 1 0
"14723" 1 3 13 0 1
"14724" 0 1 11 1 0
"14726" 1 1 25 1 3
"14727" 0 3 11 0 0
"14728" 0 2 5 1 0
"14729" 0 1 14 0 0
"14730" 0 3 2 0 0
"14732" 0 2 20 0 0
"14734" 0 2 13 1 0
"14735" 1 1 22 0 2
"14736" 1 1 11 1 3
"14737" 0 1 21 0 0
"14738" 0 2 16 0 0
"14739" 1 1 30 0 2
"14740" 0 2 20 0 0
"14741" 0 1 21 1 0
"14742" 1 3 20 0 1
"14743" 0 1 16 1 0
"14744" 1 3 29 1 3
"14745" 0 3 27 0 0
"14746" 1 1 30 1 2
"14747" 0 3 22 1 0
"14748" 1 2 21 0 2
"14749" 0 1 26 1 0
"14750" 0 3 22 0 0
"14751" 0 2 20 0 0
"14752" 1 3 28 1 1
"14753" 0 3 5 1 0
"14754" 1 1 26 1 1
"14756" 1 2 12 1 2
"14758" 1 1 15 0 1
"14759" 0 1 4 0 0
"14760" 1 3 13 1 3
"14761" 1 3 24 0 3
"14762" 0 2 15 0 0
"14763" 1 3 28 0 1
"14764" 1 2 14 0 2
"14765" 0 3 22 0 0
"14766" 0 1 8 0 0
"14767" 1 1 24 0 1
"14769" 1 2 20 0 2
"14770" 0 1 30 0 0
"14771" 1 1 3 1 2
"14772" 1 3 4 0 2
"14773" 0 2 24 0 0
"14774" 0 2 30 0 0
"14775" 0 1 10 0 0
"14777" 0 1 2 1 0
"14778" 1 3 30 0 3
"14779" 1 3 12 0 3
"14780" 0 2 20 0 0
"14781" 1 2 15 0 3
"14782" 1 2 29 1 1
"14787" 0 1 11 0 0
"14788" 0 3 8 0 0
"14789" 0 3 30 0 0
"14790" 1 2 11 1 1
"14795" 1 1 21 1 2
"14797" 0 3 7 0 0
"14798" 0 1 24 1 0
"14801" 1 2 4 0 1
"14802" 0 3 4 0 0
"14803" 0 3 6 0 0
"14804" 0 3 10 1 0
"14805" 0 1 6 0 0
"14806" 0 1 27 0 0
"14807" 0 1 16 0 0
"14809" 1 3 2 0 1
"14811" 0 2 2 0 0
"14812" 1 2 24 1 1
"14813" 1 3 8 0 2
"14814" 0 2 3 0 0
"14815" 0 1 4 0 0
"14816" 0 2 21 1 0
"14817" 1 1 7 0 2
"14819" 0 3 24 1 0
"14820" 0 3 26 1 0
"14821" 0 3 24 0 0
"14822" 0 2 7 0 0
"14823" 1 1 12 0 2
"14824" 1 1 10 1 2
"14826" 0 3 26 1 0
"14827" 1 3 9 0 2
"14828" 0 1 19 1 0
"14832" 1 2 27 1 3
"14835" 1 1 25 0 2
"14836" 0 1 15 0 0
"14837" 0 3 14 1 0
"14838" 1 1 2 1 2
"14840" 0 2 29 1 0
"14841" 1 1 28 1 2
"14842" 1 2 25 0 3
"14843" 1 1 28 0 3
"14845" 1 3 27 0 1
"14846" 0 2 12 1 0
"14848" 1 3 18 0 1
"14849" 0 3 13 0 0
"14850" 0 3 18 1 0
"14852" 1 1 8 0 1
"14855" 0 3 10 0 0
"14856" 0 2 30 1 0
"14858" 1 1 29 1 3
"14859" 0 2 7 0 0
"14860" 1 1 13 0 3
"14862" 0 3 21 1 0
"14864" 0 3 21 1 0
"14865" 0 3 30 0 0
"14866" 0 1 30 0 0
"14867" 0 3 16 0 0
"14868" 1 3 30 0 1
"14870" 1 1 2 1 3
"14873" 1 3 27 1 1
"14874" 1 1 30 1 3
"14876" 1 1 2 1 2
"14877" 0 1 27 0 0
"14878" 0 3 6 1 0
"14879" 1 1 28 1 3
"14880" 1 3 15 1 3
"14881" 1 1 30 0 1
"14882" 0 3 30 0 0
"14883" 0 1 23 0 0
"14884" 1 3 7 0 3
"14886" 1 2 15 1 2
"14887" 0 3 24 1 0
"14888" 1 1 18 0 1
"14889" 1 2 17 0 3
"14890" 0 3 24 1 0
"14891" 0 3 14 0 0
"14892" 0 3 13 0 0
"14893" 0 1 7 0 0
"14894" 0 3 29 0 0
"14895" 0 2 25 0 0
"14897" 1 2 18 1 3
"14898" 0 1 10 1 0
"14899" 0 3 28 1 0
"14900" 0 2 24 0 0
"14901" 1 1 19 1 2
"14902" 0 3 27 0 0
"14903" 0 3 16 1 0
"14905" 1 3 13 1 3
"14906" 1 1 8 0 2
"14907" 0 1 27 1 0
"14908" 1 3 25 0 2
"14910" 0 2 26 0 0
"14911" 1 1 12 0 3
"14912" 1 2 4 1 2
"14913" 0 1 13 0 0
"14915" 1 3 17 0 2
"14917" 1 1 25 0 3
"14918" 1 1 29 1 3
"14920" 0 3 12 0 0
"14921" 0 3 27 0 0
"14922" 1 2 8 0 1
"14923" 0 3 2 1 0
"14924" 1 3 11 0 3
"14925" 0 3 2 0 0
"14926" 0 2 15 0 0
"14927" 1 2 11 1 1
"14928" 1 3 12 0 2
"14929" 0 1 11 1 0
"14930" 0 2 17 1 0
"14931" 1 1 18 0 1
"14933" 0 2 18 0 0
"14934" 1 3 11 0 2
"14936" 0 1 24 0 0
"14937" 0 1 24 1 0
"14938" 0 2 16 1 0
"14939" 0 3 3 0 0
"14941" 0 1 7 0 0
"14942" 0 2 17 0 0
"14944" 0 1 25 1 0
"14945" 1 3 22 1 1
"14946" 1 1 20 1 3
"14947" 0 2 9 0 0
"14950" 1 3 20 0 1
"14951" 0 1 23 0 0
"14952" 0 3 20 0 0
"14953" 1 3 21 0 2
"14954" 0 1 28 0 0
"14955" 0 1 18 0 0
"14956" 0 2 21 0 0
"14959" 0 1 16 0 0
"14960" 0 2 15 1 0
"14961" 0 2 5 0 0
"14962" 0 3 6 1 0
"14963" 0 3 6 0 0
"14964" 0 1 6 1 0
"14965" 0 3 13 0 0
"14966" 1 2 3 1 2
"14967" 0 3 9 0 0
"14968" 1 3 28 1 3
"14969" 0 2 18 1 0
"14970" 1 2 13 0 2
"14971" 0 2 8 0 0
"14972" 1 3 26 1 1
"14973" 0 3 22 0 0
"14974" 0 3 8 0 0
"14975" 1 3 25 0 1
"14977" 1 1 9 0 2
"14978" 1 3 12 1 1
"14979" 0 1 9 0 0
"14980" 0 2 18 0 0
"14981" 0 2 11 1 0
"14982" 0 3 29 1 0
"14983" 0 2 28 0 0
"14984" 1 2 21 0 3
"14985" 0 2 17 1 0
"14986" 1 2 21 1 2
"14987" 0 1 8 0 0
"14988" 1 2 28 1 2
"14989" 1 3 20 1 3
"14990" 0 1 27 1 0
"14991" 1 3 17 0 1
"14992" 0 2 11 1 0
"14993" 0 1 29 1 0
"14994" 0 3 18 1 0
"14995" 0 2 18 1 0
"14996" 0 3 20 0 0
"14997" 0 2 9 0 0
"14998" 1 3 15 0 2
"14999" 0 2 25 1 0
"15000" 0 2 21 0 0
"15001" 1 2 28 0 3
"15003" 0 3 24 0 0
"15004" 1 1 24 0 3
"15005" 0 1 26 0 0
"15006" 0 1 7 1 0
"15008" 0 1 30 0 0
"15009" 1 3 30 0 3
"15010" 1 3 6 1 3
"15011" 0 3 29 1 0
"15012" 0 3 10 1 0
"15016" 1 2 17 0 1
"15017" 1 2 17 0 1
"15019" 0 3 24 0 0
"15020" 0 1 4 1 0
"15021" 0 1 23 1 0
"15022" 0 2 3 0 0
"15023" 1 3 23 1 3
"15025" 1 2 13 1 3
"15026" 0 3 12 0 0
"15027" 1 3 29 0 2
"15028" 0 2 28 1 0
"15029" 0 2 25 1 0
"15030" 0 2 18 1 0
"15031" 1 2 20 0 2
"15032" 0 2 4 0 0
"15033" 0 1 23 1 0
"15034" 0 2 27 0 0
"15035" 1 2 30 0 3
"15036" 1 3 6 1 2
"15038" 0 3 24 1 0
"15039" 0 2 23 1 0
"15040" 1 1 20 1 2
"15041" 0 3 24 1 0
"15042" 0 3 10 1 0
"15043" 1 1 8 0 2
"15045" 0 1 12 1 0
"15046" 0 2 12 1 0
"15047" 1 3 10 0 3
"15048" 1 3 19 1 2
"15049" 0 2 4 0 0
"15050" 0 2 7 0 0
"15051" 0 2 2 0 0
"15052" 0 2 28 1 0
"15053" 0 1 26 0 0
"15054" 0 2 24 0 0
"15055" 1 3 24 1 1
"15056" 0 2 10 1 0
"15057" 0 3 27 1 0
"15058" 0 1 28 0 0
"15059" 0 3 10 0 0
"15060" 1 3 27 1 3
"15061" 1 3 30 1 1
"15062" 0 1 23 1 0
"15064" 1 1 30 0 2
"15065" 1 2 10 0 3
"15067" 0 1 20 1 0
"15068" 1 1 4 0 3
"15069" 1 2 21 1 2
"15070" 0 1 22 0 0
"15072" 1 1 27 1 2
"15073" 1 2 27 1 3
"15074" 0 2 21 0 0
"15075" 0 2 20 0 0
"15078" 1 2 26 1 1
"15079" 0 1 9 1 0
"15080" 0 2 28 1 0
"15082" 1 2 29 0 1
"15083" 1 3 3 0 2
"15086" 0 3 13 1 0
"15087" 1 2 13 0 1
"15088" 1 2 12 0 3
"15089" 1 2 11 1 1
"15090" 0 3 26 0 0
"15091" 1 1 12 1 3
"15092" 1 3 18 1 3
"15093" 0 3 18 1 0
"15094" 0 3 17 0 0
"15096" 1 2 17 1 3
"15097" 0 1 25 0 0
"15098" 0 3 17 0 0
"15100" 0 1 25 0 0
"15101" 1 1 8 0 2
"15102" 0 3 23 1 0
"15103" 1 2 26 1 2
"15104" 0 3 15 0 0
"15105" 1 2 10 0 2
"15106" 0 2 26 0 0
"15108" 1 2 27 0 3
"15110" 0 1 28 0 0
"15112" 1 1 13 0 3
"15113" 1 1 17 1 2
"15114" 1 3 13 0 2
"15115" 1 2 18 1 2
"15116" 0 1 17 1 0
"15117" 1 2 24 0 1
"15118" 1 3 12 0 2
"15120" 1 1 2 0 3
"15121" 0 3 26 0 0
"15122" 0 1 28 1 0
"15123" 0 2 26 1 0
"15124" 0 3 2 0 0
"15125" 0 3 18 0 0
"15126" 0 3 24 0 0
"15127" 0 3 22 1 0
"15128" 1 3 6 0 3
"15129" 0 3 28 1 0
"15130" 0 1 7 0 0
"15131" 1 1 17 1 2
"15132" 1 3 25 1 1
"15133" 0 2 20 1 0
"15134" 1 1 26 1 3
"15135" 1 1 14 1 3
"15136" 0 3 9 0 0
"15138" 0 2 13 0 0
"15139" 1 3 18 0 3
"15140" 1 1 11 1 1
"15141" 0 2 5 0 0
"15142" 0 1 25 0 0
"15143" 1 2 25 1 1
"15144" 0 2 26 1 0
"15145" 0 1 24 0 0
"15146" 0 3 6 0 0
"15148" 0 3 11 1 0
"15150" 0 1 19 0 0
"15151" 1 3 18 1 3
"15153" 1 1 7 0 2
"15154" 0 3 4 0 0
"15155" 0 1 13 0 0
"15156" 0 1 23 0 0
"15157" 0 2 15 0 0
"15158" 0 2 6 0 0
"15159" 1 1 15 1 3
"15161" 0 1 17 0 0
"15162" 0 3 11 1 0
"15163" 1 2 11 1 2
"15164" 0 2 30 0 0
"15165" 0 3 19 1 0
"15167" 0 1 3 0 0
"15168" 0 3 20 1 0
"15169" 0 2 19 1 0
"15170" 0 3 9 0 0
"15171" 1 3 16 0 3
"15172" 1 3 11 1 2
"15173" 0 3 25 0 0
"15174" 0 1 21 0 0
"15175" 1 2 24 1 2
"15176" 0 3 14 0 0
"15178" 0 3 6 0 0
"15179" 0 3 6 1 0
"15181" 0 2 2 0 0
"15182" 0 3 16 1 0
"15183" 1 2 27 0 2
"15184" 1 3 23 1 1
"15186" 0 1 10 1 0
"15187" 0 1 21 1 0
"15188" 1 1 26 0 3
"15191" 0 1 8 0 0
"15192" 1 3 10 0 2
"15193" 0 1 27 0 0
"15196" 0 1 9 0 0
"15197" 0 2 24 1 0
"15199" 0 1 25 1 0
"15200" 1 1 8 0 1
"15202" 0 3 29 1 0
"15203" 0 2 7 1 0
"15204" 0 3 14 0 0
"15206" 0 1 3 0 0
"15207" 0 3 16 0 0
"15209" 1 2 23 0 2
"15210" 0 3 12 1 0
"15211" 0 3 23 0 0
"15212" 1 1 3 0 2
"15213" 0 1 18 0 0
"15214" 1 2 27 1 2
"15215" 1 3 4 0 3
"15216" 0 2 23 0 0
"15217" 0 3 16 0 0
"15218" 0 1 14 0 0
"15219" 0 2 12 0 0
"15220" 0 2 3 1 0
"15221" 1 3 2 0 1
"15222" 1 1 12 0 3
"15223" 1 2 16 0 3
"15224" 1 3 16 1 2
"15225" 1 2 15 0 1
"15226" 1 1 30 1 3
"15229" 0 3 18 0 0
"15230" 0 3 17 0 0
"15232" 0 3 13 0 0
"15233" 0 2 17 1 0
"15234" 0 2 22 1 0
"15235" 0 1 3 1 0
"15236" 0 1 27 0 0
"15237" 0 3 21 1 0
"15238" 0 1 18 1 0
"15240" 0 3 25 0 0
"15241" 1 2 6 0 1
"15243" 0 2 28 0 0
"15244" 1 1 9 1 1
"15247" 1 2 19 0 2
"15248" 0 3 25 0 0
"15249" 0 1 8 0 0
"15250" 1 3 4 0 3
"15251" 0 3 28 0 0
"15253" 1 2 15 1 3
"15257" 1 2 6 1 2
"15258" 1 1 17 0 2
"15259" 0 1 7 0 0
"15260" 0 1 29 0 0
"15262" 0 1 30 1 0
"15263" 1 2 30 0 1
"15265" 0 1 18 1 0
"15266" 1 2 14 0 3
"15268" 1 2 12 1 2
"15269" 0 2 25 0 0
"15270" 1 3 26 1 2
"15271" 0 2 7 0 0
"15273" 0 1 27 1 0
"15275" 0 1 12 1 0
"15276" 1 2 14 1 2
"15277" 1 2 14 1 3
"15278" 0 3 10 0 0
"15279" 1 1 11 1 1
"15280" 1 2 25 0 2
"15281" 1 1 18 1 2
"15283" 1 2 18 0 1
"15285" 1 2 18 0 3
"15286" 1 3 6 0 1
"15287" 0 2 11 0 0
"15288" 1 2 28 1 2
"15290" 1 2 3 0 1
"15292" 1 3 9 1 1
"15294" 1 1 18 0 3
"15295" 1 3 9 0 1
"15297" 0 3 18 1 0
"15299" 1 1 17 1 3
"15300" 0 2 17 1 0
"15301" 1 1 18 0 2
"15302" 0 1 18 1 0
"15303" 0 2 17 1 0
